propertyCode,latitude,longitude
105792251,40.4348221,-3.6939341
104370088,40.4197139,-3.6863839
105935525,40.4259888,-3.6752502
104011225,40.4187309,-3.7007529
105376875,40.4168341,-3.6996125
106190483,40.4504015,-3.652252
104662130,40.4505033,-3.6418927
104079750,40.4603199,-3.6536889
104254787,40.4729042,-3.823361
86575273,40.450486,-3.6388953
105844720,40.4261384,-3.6781929
105953148,40.4556753,-3.69252
105656413,40.4199158,-3.7083691
106334444,40.4481418,-3.6342026
104556912,40.3758939,-3.5800376
104254611,40.3758939,-3.5800376
104556674,40.3758939,-3.5800376
104554313,40.4747779,-3.7302159
104554408,40.4747779,-3.7302159
104554398,40.4747779,-3.7302159
105935279,40.421107,-3.6851897
105298740,40.4082711,-3.6744783
105718075,40.4344453,-3.7011733
105059338,40.4564867,-3.6523811
106269895,40.4568881,-3.7802324
105439093,40.4304554,-3.6645559
105887154,40.4263227,-3.6811889
104214883,40.4255046,-3.6855998
87516553,40.4344303,-3.7178318
100972482,40.4341283,-3.6615593
105354974,40.4362188,-3.6839812
106229635,40.4251183,-3.7136057
105945107,40.4330901,-3.6806884
106034136,40.4183464,-3.7010792
105338148,40.4283008,-3.6773103
105692944,40.4334629,-3.6851523
105379719,40.4154585,-3.6731429
106235078,40.3805789,-3.6229751
106053407,40.4348806,-3.6849664
106232981,40.3789736,-3.6215996
105904644,40.4564463,-3.7021202
105425617,40.4233027,-3.6799069
103655240,40.4212347,-3.6973713
104635587,40.4307029,-3.6679957
105717162,40.4263148,-3.6705399
105362922,40.4222219,-3.6987659
106094454,40.4359244,-3.6224474
106295762,40.4695843,-3.7270654
105169859,40.4752893,-3.7341828
105621684,40.4262228,-3.7051463
106293552,40.4468585,-3.6600742
103786667,40.4668571,-3.6811301
105609199,40.4530525,-3.6704188
104952998,40.4223179,-3.6738964
105458784,40.5060281,-3.6689973
106289676,40.4994135,-3.6726518
102337728,40.4199396,-3.6985319
105625856,40.4033849,-3.6800512
106079633,40.4365357,-3.682536
101980713,40.4291479,-3.6870993
105510963,40.4926581,-3.6553776
106056840,40.4938295,-3.6605686
105781276,40.3884961,-3.687323
105575130,40.4134506,-3.6984233
101792453,40.4556582,-3.7719874
104377549,40.4887933,-3.658817
103910133,40.4728773,-3.7695867
105367340,40.4137322,-3.6977051
101605287,40.4547318,-3.7777891
96292622,40.4697366,-3.7962853
102981559,40.4146839,-3.7042856
103775576,40.4502602,-3.6866587
103868199,40.4940505,-3.618054
104916900,40.4686518,-3.6806022
104580925,40.432192,-3.6902547
106134430,40.3999708,-3.7551017
106211397,40.4671583,-3.6777979
104567294,40.4232518,-3.7059876
101981389,40.4106931,-3.7042175
97875752,40.4667057,-3.6806596
97875752,40.4667057,-3.6806596
101399733,40.4560948,-3.7923488
105893822,40.4549016,-3.7731325
106143023,40.4337886,-3.681939
106280987,40.4290021,-3.7069818
104938362,40.4231023,-3.6729937
106191081,40.4121216,-3.7054612
106083962,40.4273293,-3.6900325
106294584,40.4877644,-3.7242355
105451572,40.4532374,-3.6222437
100421542,40.4237452,-3.6679603
106016508,40.4525841,-3.6199289
104103711,40.466116,-3.6711564
103550321,40.4275241,-3.7190864
105684691,40.4952336,-3.6179899
106282078,40.4484828,-3.6973614
105534224,40.4709447,-3.7283725
103792977,40.4736295,-3.8269709
103628504,40.4692232,-3.8122808
105891810,40.4540501,-3.6284867
96982668,40.4727078,-3.8145335
105289238,40.4722832,-3.7269229
97801997,40.4794654,-3.741656
106306173,40.4353388,-3.651146
105969917,40.422134,-3.7147932
106065061,40.4636088,-3.6657833
104111225,40.4676145,-3.6797877
101344227,40.4563102,-3.6264718
104210607,40.4278876,-3.7003323
105725419,40.4534258,-3.7788869
106071251,40.4208457,-3.6981382
106134199,40.4358265,-3.6480139
106226512,40.444838,-3.6958114
103952448,40.4686341,-3.6800244
104437905,40.4530195,-3.7127582
105527162,40.481596,-3.6957855
105528344,40.4153473,-3.711604
105829686,40.4226253,-3.6719929
105036254,40.4153152,-3.7138457
105924592,40.4149055,-3.672681
105527162,40.481596,-3.6957855
105829686,40.4226253,-3.6719929
103355651,40.3998472,-3.6732014
105449412,40.4382936,-3.6800193
104400450,40.480505,-3.741754
105968310,40.4102873,-3.714951
104747069,40.4249551,-3.679256
103666203,40.4398635,-3.6719725
99095593,40.4124895,-3.7133811
105368182,40.4708801,-3.6735061
102911946,40.4214058,-3.6871181
105155727,40.4584801,-3.6252091
105109668,40.4527848,-3.686834
105014946,40.4294393,-3.6860447
105887409,40.4212954,-3.6760126
105278937,40.3999235,-3.6740851
101956879,40.4717172,-3.8149412
105070649,40.4871271,-3.7090622
105773894,40.4126334,-3.7118016
106248523,40.4872024,-3.6663497
105096645,40.4573014,-3.7601068
105157792,40.4037113,-3.7150774
105408203,40.4354464,-3.7162905
105007500,40.4560866,-3.6426633
105315233,40.4208398,-3.7098833
106267284,40.4529143,-3.6885621
106158684,40.4301167,-3.6736918
105904277,40.4953647,-3.672905
101144968,40.4765946,-3.8322623
106252040,40.4349181,-3.7047464
106280453,40.407724,-3.7244077
106148814,40.4267983,-3.7009646
105392078,40.4266675,-3.6779713
105580740,40.5061093,-3.7045233
105959710,40.4024439,-3.7061493
105609718,40.4706923,-3.7877156
105574069,40.4993172,-3.6718439
105199032,40.4129948,-3.708349
93038743,40.4694222,-3.7858806
94914491,40.4547135,-3.6317056
99851911,40.4186085,-3.7036609
103365843,40.4190631,-3.7045525
106037939,40.4243678,-3.6668608
105569931,40.4447782,-3.6552869
106279559,40.4829374,-3.6757307
104180285,40.452523,-3.6356945
104499449,40.4237408,-3.668904
105952875,40.4603808,-3.6315309
106054735,40.3961778,-3.6972992
96157390,40.4218254,-3.6899761
104602745,40.4255088,-3.6949321
104177407,40.4692298,-3.7263192
104356208,40.4250248,-3.7191574
104281658,40.4855961,-3.7102227
106095508,40.4604894,-3.5856548
106249087,40.4303289,-3.6695381
105959560,40.4558749,-3.787606
104611757,40.4681346,-3.7271232
102093483,40.4125053,-3.6882492
100843738,40.4643308,-3.680694
105276550,40.4265718,-3.6751375
103997327,40.4261657,-3.6761755
102043012,40.4615205,-3.6780267
105326648,40.4454507,-3.6149783
105122568,40.4263018,-3.6696419
101215323,40.4220221,-3.6768369
105205924,40.4569718,-3.6779203
105229967,40.4372004,-3.7041798
104804013,40.4650015,-3.6869952
103933173,40.4877021,-3.670201
102922909,40.4521387,-3.6664768
103334938,40.4715212,-3.8144169
101133402,40.4382632,-3.6823748
105438638,40.4282503,-3.7107826
102389393,40.421072,-3.6768439
104613472,40.4287757,-3.6985114
97416073,40.4329034,-3.6893372
100843565,40.464567,-3.6831311
106167991,40.4237288,-3.6795971
28839965,40.4760715,-3.8289866
105704914,40.4359368,-3.7169046
103342470,40.4737336,-3.7501349
105003804,40.4322716,-3.7223126
105438638,40.4282503,-3.7107826
28839965,40.4760715,-3.8289866
105943886,40.4758298,-3.7386552
97396480,40.4603737,-3.6855484
104428294,40.4762039,-3.8294604
98300869,40.456,-3.7719251
92717047,40.4423696,-3.6906382
103682987,40.4756922,-3.8261937
104179896,40.4689306,-3.8130415
105547133,40.4734429,-3.734196
102694762,40.4530377,-3.6714334
103930746,40.4453741,-3.6350711
105500975,40.4584404,-3.6844283
100146519,40.4442095,-3.6828575
105725481,40.4371153,-3.7157493
105197920,40.4524481,-3.691719
106107690,40.4009772,-3.673958
103565392,40.4556304,-3.6638265
88552525,40.4610371,-3.7762809
106296133,40.4659724,-3.682458
100638364,40.4140217,-3.7030768
105083647,40.4460754,-3.6649904
105963713,40.3819556,-3.7482734
106291670,40.4371603,-3.7143492
96990574,40.4555208,-3.6274032
106291235,40.4376599,-3.7183094
106026132,40.4079779,-3.7127012
105881116,40.4929795,-3.6874385
105897932,40.4920715,-3.711819
103365766,40.4233696,-3.7087501
105892928,40.3942468,-3.6927687
105753604,40.4148628,-3.6744791
103052663,40.4346699,-3.6877084
105245909,40.3922522,-3.6813742
104804297,40.4169365,-3.710742
106002365,40.4346412,-3.7154197
104526526,40.4026745,-3.6962456
106185665,40.4681452,-3.6650287
103518655,40.453757,-3.6373765
104804297,40.4169365,-3.710742
102787971,40.4461852,-3.7857646
105693058,40.4254964,-3.6751236
104286191,40.4367067,-3.6928558
105753604,40.4148628,-3.6744791
106026132,40.4079779,-3.7127012
104607160,40.4595441,-3.6222423
28853762,40.4498754,-3.6223596
102750021,40.4596483,-3.6334482
105965544,40.4724082,-3.7509219
105692476,40.4077853,-3.7199538
105939781,40.4602157,-3.6909238
104544416,40.4202997,-3.6751845
104870436,40.47234,-3.6868329
104812684,40.4535355,-3.666009
105697150,40.4005953,-3.7184088
102993565,40.4359128,-3.6775768
101329238,40.4224304,-3.6702581
104566289,40.4244688,-3.6718166
102455413,40.4365688,-3.6848098
105501144,40.4306837,-3.6808062
106185285,40.4787013,-3.738231
103094871,40.4204574,-3.6755002
100736950,40.4236102,-3.6859998
105980504,40.3938949,-3.683773
105882131,40.3916087,-3.7024861
104870397,40.4758656,-3.6858161
105505309,40.4288958,-3.6824906
105329169,40.4344853,-3.678906
103366793,40.4589323,-3.6239163
93752362,40.4704826,-3.7295494
105913955,40.4142752,-3.6954348
103967986,40.4932358,-3.7066606
104161105,40.4503832,-3.6424965
106151385,40.4155465,-3.7115386
105495786,40.4059353,-3.7052303
105206390,40.4020122,-3.7364496
105528295,40.4265926,-3.6748106
105490983,40.4247206,-3.6708387
105528295,40.4265926,-3.6748106
106151385,40.4155465,-3.7115386
105436920,40.4277507,-3.6691161
105521069,40.4160307,-3.7113659
105027138,40.456408,-3.762744
105510209,40.4384314,-3.6857675
105206390,40.4020122,-3.7364496
105615858,40.4709003,-3.8109539
105495786,40.4059353,-3.7052303
105897372,40.4376846,-3.6773039
105020455,40.4371355,-3.698247
97758039,40.4663931,-3.6784013
97363205,40.45659,-3.64538
104349495,40.4275515,-3.6868171
105324431,40.4565106,-3.6756241
104850359,40.4125706,-3.707258
104079414,40.4423866,-3.6886937
106065853,40.4209901,-3.6988654
104663736,40.4644824,-3.6872123
104244580,40.425167,-3.6893296
103005702,40.4157254,-3.7133075
106149700,40.3828378,-3.6954368
106190415,40.4226311,-3.7012052
106083598,40.4305746,-3.7055193
105659785,40.4240343,-3.7046107
106232776,40.4379107,-3.715434
106281323,40.426558,-3.6679943
106131506,40.4504471,-3.6670473
106081215,40.4237545,-3.7182605
102711209,40.4171993,-3.7019071
106213271,40.4149535,-3.6698636
106091063,40.425499,-3.7140666
106093199,40.4954328,-3.619265
105409689,40.4529966,-3.6292338
104176631,40.4249349,-3.708929
105673311,40.46039,-3.7717075
106167181,40.4213882,-3.673765
106232915,40.4501156,-3.6901375
106137924,40.4317434,-3.6856045
104983919,40.4120886,-3.7000461
105131952,40.4338447,-3.6974491
105120699,40.4550442,-3.6468901
104812437,40.4633659,-3.6645332
106265016,40.4630489,-3.7941601
105902277,40.4119974,-3.7080392
105386768,40.4320647,-3.6796877
99170917,40.4243905,-3.6842327
105294446,40.4227688,-3.6781861
105893457,40.4284621,-3.7186925
106123300,40.4594896,-3.7955831
103607713,40.4211781,-3.7168912
105953428,40.4087307,-3.699208
103688184,40.4268607,-3.7164324
105515074,40.4095382,-3.7061743
105975586,40.4087841,-3.7044692
105597765,40.4492303,-3.7021782
103676738,40.4529753,-3.6223197
105768680,40.3869704,-3.6714242
97670197,40.4410012,-3.6643931
104311723,40.4220153,-3.7046102
105752102,40.4082315,-3.6995764
105360056,40.4258937,-3.7085405
105366209,40.4131582,-3.7275894
105653115,40.4747678,-3.7181248
103798885,40.476197,-3.7254954
105198003,40.3924886,-3.7023834
105822598,40.453659,-3.6939801
105869235,40.4086387,-3.70412
104671284,40.4499273,-3.6865936
100645460,40.4541185,-3.6795166
104295567,40.4345992,-3.6783379
105636755,40.438259,-3.6196902
103839118,40.4120179,-3.6907242
104199366,40.4540481,-3.6212964
98352583,40.4791079,-3.7338059
102823965,40.4805218,-3.7421078
104291409,40.4894903,-3.7305211
93214596,40.4378747,-3.6242785
98352607,40.4799302,-3.7316955
105422434,40.4839882,-3.7105365
98352583,40.4791079,-3.7338059
101519606,40.471395,-3.7507093
104291409,40.4894903,-3.7305211
104199366,40.4540481,-3.6212964
105700444,40.4322802,-3.6817222
105714011,40.4147807,-3.7020138
106054242,40.4598062,-3.6784885
98623663,40.4504823,-3.6856974
105653410,40.4322717,-3.6747067
105943388,40.4266592,-3.6817117
105959994,40.4417651,-3.6830021
105971135,40.4232756,-3.6747981
104252638,40.4372685,-3.7053061
105201758,40.4277222,-3.6734827
106211357,40.492943,-3.7007414
104515031,40.449167,-3.6907605
103432088,40.4384744,-3.6934937
104793114,40.4328676,-3.6850264
102729947,40.4585112,-3.631648
101186919,40.4549938,-3.6806176
105420010,40.4343653,-3.6815679
104349847,40.4219216,-3.6763878
105624633,40.4215005,-3.7044452
104496367,40.4262519,-3.695401
105497630,40.4625214,-3.6825312
102032315,40.4257138,-3.6792799
104502365,40.4289878,-3.6935643
98249348,40.4279821,-3.6975986
105049357,40.3929352,-3.6959
104031833,40.4546074,-3.6885813
106149176,40.4594441,-3.5856644
103550987,40.4395531,-3.6729322
106277750,40.4768413,-3.6764701
105938723,40.3861308,-3.746501
105962442,40.4226044,-3.6742174
105514651,40.3725547,-3.7547158
104632351,40.4615283,-3.6735528
105260875,40.4196083,-3.6764253
100313608,40.4470626,-3.684153
103775089,40.459624,-3.6906709
105047027,40.4291591,-3.6972165
97995920,40.4510782,-3.6864351
103784576,40.4512506,-3.6393966
105260875,40.4196083,-3.6764253
105447635,40.5104441,-3.6974329
102417477,40.4917888,-3.6162916
104053094,40.4516391,-3.6708223
87078840,40.4746544,-3.8346703
105903977,40.5069069,-3.6952903
98909785,40.4775344,-3.7315468
105850524,40.4277834,-3.7133842
105903833,40.4317979,-3.7235216
99071255,40.4668931,-3.6757013
105424247,40.4112844,-3.6961994
106024804,40.4783921,-3.8315511
102991591,40.4299245,-3.6661872
105474299,40.4425781,-3.6701296
101183612,40.4340089,-3.686075
105713594,40.4366526,-3.7171871
105386293,40.4216742,-3.6739072
102459242,40.4136524,-3.7069465
104127452,40.3872393,-3.6925739
103979629,40.4380115,-3.70108
104847932,40.4652459,-3.6476742
100891794,40.4376522,-3.6822049
102715029,40.4175012,-3.7008969
104944203,40.4187684,-3.710087
105035004,40.4147199,-3.7045547
105888125,40.4636484,-3.682948
103963842,40.4529125,-3.6257622
102626260,40.4702529,-3.8057219
106024601,40.4097894,-3.7130737
103964968,40.4972068,-3.7103015
105968245,40.4213011,-3.7071539
102656614,40.4142079,-3.6986516
104922553,40.4106843,-3.697034
101909471,40.4261509,-3.7085269
86308196,40.4282306,-3.6835619
98271193,40.4694945,-3.8247124
105461907,40.436564,-3.7170601
105949655,40.4231766,-3.671582
105970286,40.4109363,-3.7145252
106038416,40.4402456,-3.6181994
104609535,40.4531463,-3.6636888
106017344,40.4502142,-3.6804946
98471053,40.4591495,-3.6293644
101433504,40.4575565,-3.6345628
105885694,40.45846,-3.6756148
105155339,40.4127002,-3.6956798
105006331,40.4232183,-3.6774649
104869710,40.4586606,-3.6282926
105622597,40.4944579,-3.6539668
105188328,40.440448,-3.6889919
104179776,40.4177128,-3.7008438
105834490,40.4290309,-3.6759369
103868673,40.4166897,-3.7051649
105943871,40.4229057,-3.668093
104495698,40.4204927,-3.7007531
106235016,40.4460233,-3.5990583
105463749,40.4762208,-3.6704517
106131456,40.4397991,-3.6974358
102940605,40.4684182,-3.7881545
104973813,40.4111418,-3.6969094
104152121,40.4552836,-3.6404503
98533010,40.4456219,-3.6983123
105387407,40.481239,-3.6759293
106193429,40.4300162,-3.6728749
105468766,40.4473194,-3.6629182
105034977,40.4154095,-3.6999691
106130743,40.4587452,-3.6290739
103989883,40.4179164,-3.6981617
105838180,40.4551987,-3.7924009
105028115,40.4153431,-3.7045233
106097667,40.4374457,-3.6661421
106198314,40.4564343,-3.6503752
104810089,40.4231251,-3.7105282
106199730,40.4569524,-3.6519958
105987448,40.4239292,-3.707834
106170730,40.4191394,-3.677066
106199730,40.4569524,-3.6519958
105987448,40.4239292,-3.707834
102608484,40.4559259,-3.6521284
102175139,40.4845471,-3.6349768
91375740,40.4269437,-3.6773643
105426650,40.4226264,-3.6908061
106250488,40.4758348,-3.6994337
96809428,40.4267285,-3.6760351
105889280,40.4230355,-3.6683268
103784745,40.4937177,-3.7265442
105521323,40.4809191,-3.7279155
102244067,40.4752943,-3.7286554
105014486,40.4751119,-3.7265873
88740989,40.5018085,-3.6885781
96164743,40.4823864,-3.7320976
102233469,40.4932959,-3.7037292
100460134,40.4344451,-3.6777924
105501862,40.4350492,-3.7026203
105839863,40.408685,-3.6807285
106239310,40.4313773,-3.7015814
106025692,40.4317939,-3.6315781
106204553,40.4175244,-3.6768512
105839716,40.4663278,-3.584367
90372493,40.4339964,-3.683439
103042820,40.4265102,-3.6983895
105894129,40.4592452,-3.6544083
99895896,40.4650295,-3.6584163
105700976,40.4671849,-3.5920519
105298069,40.4938855,-3.7097198
105360029,40.4763507,-3.7220302
101474886,40.4829575,-3.7402669
105820994,40.4621128,-3.6786464
105898405,40.4553136,-3.6901521
102896759,40.4910497,-3.6177571
104375849,40.4373982,-3.7000976
104851405,40.462362,-3.6865494
104466910,40.4429354,-3.6422868
104020348,40.4358254,-3.6716732
105409913,40.4403964,-3.6785591
106046207,40.4593174,-3.6632088
105409913,40.4403964,-3.6785591
105948599,40.3782958,-3.6229395
104318049,40.4574828,-3.632897
105693215,40.4459018,-3.645975
102896759,40.4910497,-3.6177571
106255142,40.4060396,-3.7168676
103629328,40.4355756,-3.6602191
105830813,40.4333013,-3.6937843
104908744,40.462679,-3.6710354
106010104,40.4398199,-3.7125804
105358998,40.3930613,-3.6792964
87358652,40.4566453,-3.6321117
105485002,40.4540166,-3.6690025
104330505,40.4307196,-3.7010477
105431824,40.4240884,-3.6722863
103994353,40.4682863,-3.8100112
95873524,40.4536106,-3.6337492
104583495,40.4362022,-3.6841381
104236861,40.434129,-3.7158738
103163793,40.4286149,-3.6728845
104841341,40.4311501,-3.7231233
105116732,40.4243858,-3.6820819
105642015,40.5074062,-3.6869503
103658978,40.4565628,-3.5912822
103858120,40.4391995,-3.7149044
102002635,40.4523714,-3.6660579
103242099,40.4223802,-3.6768973
103211147,40.4803661,-3.739504
105877041,40.4505078,-3.6797448
105724174,40.422249,-3.6747153
104880975,40.4200616,-3.6996377
104507919,40.4332651,-3.6874395
99974836,40.4290468,-3.6852231
102633583,40.420049,-3.6919979
104166506,40.4320085,-3.6862535
104709549,40.4287498,-3.6758241
105546874,40.4289544,-3.681696
105953088,40.4558808,-3.6467898
105191525,40.4318337,-3.6549662
104851422,40.4240172,-3.7135546
105191525,40.4318337,-3.6549662
105146252,40.4317874,-3.68186
105659963,40.4236478,-3.6734129
105193975,40.4242368,-3.6768483
106313540,40.4470543,-3.6827747
105533572,40.4381069,-3.6368263
106280118,40.4520008,-3.679135
100335644,40.4152461,-3.7120919
101539053,40.4265802,-3.719818
103148614,40.4677296,-3.7933893
87331010,40.476484,-3.8231719
102107584,40.4289251,-3.6872744
103947872,40.4279269,-3.6788628
102889337,40.436128,-3.6949638
105004739,40.4247845,-3.7136551
104621332,40.4692837,-3.7840635
105457544,40.4230015,-3.6734583
99663013,40.4147346,-3.7115911
105887813,40.4941187,-3.7107712
106211448,40.3833705,-3.7027946
99600271,40.448242,-3.671371
105457214,40.426186,-3.6772956
105030053,40.3615442,-3.7611401
105379068,40.4586257,-3.6761737
106267438,40.4087687,-3.7242948
105236114,40.4524785,-3.6791071
104853038,40.4546056,-3.6661348
106290008,40.4901969,-3.6580047
106264579,40.4079873,-3.6893701
106139309,40.4505446,-3.6879509
104845979,40.4637719,-3.6641677
105516131,40.4243022,-3.7028242
105774021,40.436953,-3.6982038
103736152,40.4553717,-3.6803302
99290520,40.4443175,-3.6689331
100444019,40.4159542,-3.7254482
103950527,40.4384827,-3.6941713
103566834,40.4273448,-3.6768251
103610280,40.4276236,-3.6778716
106000509,40.4294631,-3.6672591
103566834,40.4273448,-3.6768251
105642291,40.4244976,-3.6989588
103369764,40.4852991,-3.6356089
104325413,40.4496376,-3.6911071
106006289,40.4043013,-3.7287228
105681411,40.4825005,-3.6338964
104487544,40.4254677,-3.6723453
102851970,40.415514,-3.7020242
105358070,40.4271825,-3.6785024
106159232,40.3990715,-3.7682771
104691873,40.4273584,-3.6688241
106159003,40.3980376,-3.7673409
105951484,40.4235364,-3.7061009
105004963,40.4364004,-3.6806363
97345056,40.4492883,-3.6130379
105536555,40.4274044,-3.7166711
106135787,40.4203513,-3.7048293
37329047,40.4486423,-3.6878038
89723902,40.4578252,-3.6915403
106000382,40.3695374,-3.7063046
105948576,40.4230582,-3.7026731
95993380,40.4581871,-3.6672064
103710062,40.4534405,-3.6220855
103494183,40.4318125,-3.704722
104130276,40.4486138,-3.6995576
105733670,40.4538065,-3.6927794
106061403,40.4215799,-3.6766005
106000076,40.4210584,-3.6173527
104154992,40.4361162,-3.664154
105053265,40.4312074,-3.6360765
104440887,40.4366513,-3.6885705
104324256,40.4297381,-3.6925693
104515115,40.461741,-3.6846344
104070205,40.4499985,-3.6889181
96581383,40.4528142,-3.6869479
104111429,40.4507193,-3.6885708
105639988,40.4524843,-3.6778111
105379840,40.4532078,-3.6837955
100980412,40.4290833,-3.6720233
103106386,40.4275762,-3.6717765
102248221,40.4384878,-3.6809044
105596269,40.4319297,-3.696517
106172806,40.4598623,-3.5873381
104418363,40.4504332,-3.6692418
104187513,40.489742,-3.7319108
101825647,40.4508237,-3.6176203
101765607,40.4274699,-3.676225
105060273,40.4650304,-3.6848088
104837459,40.4130867,-3.7064451
105820676,40.4544912,-3.6514003
98778926,40.5068189,-3.6618602
106295070,40.4150946,-3.7052849
106000145,40.4104237,-3.7124954
95727746,40.4576988,-3.7825311
106291217,40.4703417,-3.6767382
102636718,40.4175471,-3.7025091
104702331,40.4108356,-3.7138391
100769979,40.4576245,-3.6242228
102516774,40.4231225,-3.6743374
105242394,40.4152,-3.7112962
105198907,40.4254589,-3.6843845
106081002,40.4582622,-3.6984746
105700366,40.4503024,-3.6891222
82356922,40.4303959,-3.6852874
103462161,40.4262324,-3.6814431
104553935,40.4269113,-3.6795454
102496159,40.434194,-3.6872202
105636280,40.4170878,-3.7090743
105722952,40.4221101,-3.6762895
105179556,40.4397705,-3.7010133
106238734,40.4393858,-3.710336
99511919,40.4416466,-3.6254249
98360851,40.3921698,-3.7802755
104717735,40.4490194,-3.642456
104029174,40.4335856,-3.6724549
101126503,40.4137473,-3.6903487
103326590,40.4257101,-3.6663668
105531110,40.4404183,-3.6891393
105237291,40.4509258,-3.6964133
94306349,40.4598742,-3.6247244
105237291,40.4509258,-3.6964133
94306349,40.4598742,-3.6247244
105054737,40.4485801,-3.6992852
105060405,40.4264616,-3.6689716
105681775,40.4469728,-3.632817
106155964,40.4248759,-3.7135625
105079015,40.4104101,-3.6661129
105080642,40.4370512,-3.6728333
97799867,40.4147365,-3.693062
101217596,40.4652958,-3.767827
102090236,40.4206687,-3.7168301
106289994,40.4279531,-3.6797616
105118396,40.4654582,-3.6844813
104651722,40.4576245,-3.768763
105909743,40.4479152,-3.614866
101980397,40.4154365,-3.6759605
104515791,40.4551794,-3.7195271
105293418,40.4571263,-3.6760147
104597352,40.4328212,-3.6806674
100891650,40.4244633,-3.6793984
89892456,40.4516239,-3.6211773
103687885,40.4071455,-3.7042095
104921593,40.4590856,-3.693144
103738584,40.4504952,-3.6206143
105246025,40.4344367,-3.6988589
102760438,40.4331345,-3.6768003
106061033,40.4011775,-3.6759494
104631472,40.4366584,-3.6854239
105229239,40.4143036,-3.6964543
103784948,40.4232118,-3.6917213
103568733,40.4249004,-3.6840846
106053874,40.4864632,-3.6995813
105028898,40.4230349,-3.6130966
105932827,40.4314976,-3.6959971
83735194,40.4679329,-3.6640544
104577165,40.4201069,-3.7082525
106126374,40.4627089,-3.6982783
106239644,40.3820624,-3.7423536
104977513,40.4739373,-3.6906215
40236166,40.4682816,-3.6776758
104950417,40.4302529,-3.6810413
105340870,40.4444715,-3.6119728
106175732,40.434565,-3.6733511
104871966,40.4661536,-3.6481654
98954898,40.4526726,-3.7721147
105457787,40.4311562,-3.7039878
104011571,40.4226575,-3.6761305
106097435,40.4655822,-3.5863034
105714512,40.4256179,-3.7059491
105107064,40.4339215,-3.6973582
106097966,40.3859646,-3.7396642
103110470,40.4163795,-3.6879975
105567792,40.4557689,-3.6651706
104134735,40.4131672,-3.6900899
105440490,40.4372859,-3.7003477
102623733,40.420793,-3.6807445
106137904,40.4378273,-3.6537396
106080965,40.4268124,-3.7010099
100260573,40.4337662,-3.6852481
101581822,40.4199048,-3.6895465
103733711,40.4457627,-3.7824389
101576250,40.4526265,-3.6885496
105105053,40.479482,-3.6768891
105686519,40.4821889,-3.6946501
105844441,40.5038379,-3.7026899
100720629,40.4348349,-3.6956418
104922948,40.4240118,-3.6849185
104184339,40.4320798,-3.7257808
34805636,40.4546327,-3.6286852
100208797,40.454809,-3.6887502
85696877,40.4484259,-3.6907545
103789189,40.4624077,-3.6545868
104639834,40.4813047,-3.6315203
106073889,40.4797473,-3.7307605
105341433,40.4114066,-3.6978712
103842626,40.4544609,-3.6877858
36447166,40.4681896,-3.6800443
104955930,40.4721085,-3.6898687
97798708,40.4703547,-3.7847975
105549140,40.3978936,-3.7322005
97798708,40.4703547,-3.7847975
100232036,40.4254382,-3.7038613
91030567,40.4289617,-3.6699932
104027192,40.4238549,-3.6853059
106074805,40.4733872,-3.7449327
106248534,40.4378397,-3.6212031
106126005,40.4345679,-3.7019127
105567509,40.4278489,-3.6782306
105894047,40.4427067,-3.6412159
105489439,40.4924247,-3.6605434
105620449,40.449181,-3.6949849
104933765,40.472929,-3.7283538
102657209,40.4494936,-3.673685
103879177,40.4841792,-3.6941165
101961435,40.4916345,-3.7144278
104923525,40.4283573,-3.7062017
98992949,40.4177729,-3.6723107
103350052,40.4246698,-3.6859458
105890057,40.4172796,-3.7011579
